customer_age,annual_income,tenure_months,monthly_bill,support_calls,complaints,data_usage_gb,late_payments,satisfaction_score,discount_percent,contract_type,internet_service,payment_method,region,churn
,140955.0,33.5,90.13,0.0,1.0,34.69,1.0,,7.3,Month-to-month,Fiber,AutoPay,Central,0
19.0,34829.0,11.6,20.0,1.0,0.0,16.7,1.0,4.6,16.3,Month-to-month,DSL,AutoPay,South,0
61.0,50463.0,,73.91,3.0,1.0,16.46,,6.2,4.0,Two year,DSL,Credit Card,West,0
39.0,19515.0,52.6,91.69,2.0,1.0,18.93,3.0,6.5,19.1,Month-to-month,Fiber,Cash,Central,0
54.0,29263.0,20.0,28.36,4.0,0.0,19.13,2.0,6.9,10.5,Month-to-month,DSL,AutoPay,East,0
22.0,61587.0,10.1,99.27,2.0,0.0,16.99,1.0,4.0,9.3,Month-to-month,Fiber,Bank Transfer,South,1
54.0,31280.0,54.7,102.98,3.0,1.0,16.53,0.0,6.4,19.8,Month-to-month,Fiber,AutoPay,South,0
29.0,56988.0,34.5,64.27,2.0,0.0,23.51,2.0,4.4,18.1,One year,DSL,UPI ,West,0
32.0,87518.0,18.7,92.99,1.0,3.0,3.85,1.0,6.0,11.1,One year,5G,,West,0
28.0,39695.0,26.0,39.32,2.0,1.0,12.17,0.0,3.5,16.1,Month-to-month,DSL,UPI,Central,0
46.0,42709.0,20.3,76.03,1.0,1.0,,1.0,5.7,13.5,Month-to-month,None,Cash,West,0
35.0,18000.0,35.2,78.18,3.0,0.0,6.42,1.0,4.3,8.3,Month-to-month,Fiber,UPI,,1
40.0,87151.0,23.0,96.6,2.0,0.0,1.0,1.0,8.6,,Two year,None,Credit Card,Central,0
61.0,38502.0,23.0,81.25,1.0,0.0,,1.0,4.9,4.9,Month-to-month,Fiber,UPI,South,0
52.0,48065.0,51.2,104.22,3.0,2.0,5.07,0.0,5.5,20.5,Month-to-month,Fiber,Credit Card,Central,0
18.0,49749.0,5.6,91.07,4.0,1.0,8.43,1.0,7.3,7.3,One year,Fiber,AutoPay,North,1
23.0,40088.0,48.6,92.94,2.0,1.0,16.31,2.0,8.2,,Month-to-month,Fiber,Bank Transfer,North,1
34.0,102723.0,57.1,48.54,4.0,1.0,,1.0,5.8,20.2,One year,DSL,Cash,North,0
46.0,,43.5,93.8,1.0,3.0,18.98,1.0,,15.6,Month-to-month,Fiber,AutoPay,East,1
63.0,31523.0,30.9,132.13,2.0,3.0,20.67,0.0,7.6,12.8,One year,5G,Cash,North,0
22.0,36803.0,11.7,67.69,4.0,1.0,22.0,0.0,5.7,19.6,Two year,,Credit Card,South,0
20.0,69127.0,10.4,,1.0,1.0,26.89,1.0,7.1,7.6,Two year,DSL,UPI,Central,0
51.0,130469.0,22.3,105.8,3.0,1.0,25.59,1.0,6.7,8.0,One year,DSL,Bank Transfer,East,1
24.0,90137.0,27.6,71.49,3.0,0.0,18.29,1.0,4.9,1.2,Two year,5G,Cash,North,0
52.0,176538.0,63.7,66.21,3.0,1.0,19.67,1.0,9.9,17.8,,Fiber,UPI,West,0
39.0,44015.0,72.7,94.59,1.0,2.0,,1.0,7.2,8.5,Month-to-month,Fiber,Credit Card,South,0
34.0,31486.0,58.6,70.42,3.0,,13.57,0.0,4.6,13.8,Month-to-month,None,Bank Transfer,Central,0
,29154.0,26.5,89.83,3.0,0.0,17.25,0.0,6.3,8.8,Month-to-month,Fiber,AutoPay,West,0
45.0,100683.0,6.3,69.89,2.0,2.0,11.76,0.0,4.0,17.7,Two year,Fiber,UPI,East,0
,44892.0,20.1,23.24,1.0,1.0,12.62,3.0,4.4,14.4,Month-to-month,DSL,Credit Card,Central,0
39.0,20543.0,39.1,,3.0,0.0,9.35,2.0,4.1,0.0,One year,Fiber,UPI,South,0
41.0,81374.0,30.1,33.18,1.0,1.0,14.64,1.0,9.7,19.1,Month-to-month,Fiber,Cash,South,0
18.0,,29.7,49.41,1.0,0.0,4.11,0.0,5.5,7.7,One year,Fiber,UPI,East,0
42.0,47802.0,21.2,43.38,1.0,1.0,33.25,0.0,2.2,18.1,Month-to-month,Fiber,Credit Card,West,1
28.0,71112.0,47.0,71.17,3.0,2.0,22.09,2.0,,2.3,Month-to-month,Fiber,AutoPay,South,1
20.0,30390.0,32.4,93.56,2.0,0.0,9.2,1.0,5.8,12.8,One year,DSL,Bank Transfer,East,0
41.0,79918.0,49.1,71.49,1.0,0.0,22.71,0.0,7.6,,Two year,DSL,Bank Transfer,South,0
20.0,49059.0,35.1,49.35,2.0,1.0,21.35,0.0,,10.4,Month-to-month,Fiber,Cash,East,0
32.0,99531.0,36.8,148.65,1.0,1.0,9.22,0.0,6.1,5.3,Month-to-month,DSL,UPI,,0
,18000.0,19.8,142.35,2.0,3.0,,1.0,5.8,26.3,Two year,5G,Credit Card,West,1
36.0,48181.0,18.3,,1.0,2.0,13.94,1.0,6.5,0.1,One year,Fiber,Bank Transfer,East,0
33.0,46291.0,22.9,69.84,3.0,0.0,22.82,2.0,4.7,0.0,Month-to-month,DSL,Bank Transfer,South,0
31.0,64390.0,56.6,63.64,1.0,0.0,8.45,2.0,6.1,,Two year,5G,Cash,West,0
42.0,35270.0,31.7,109.78,4.0,0.0,8.64,2.0,5.3,19.7,Month-to-month,DSL,Credit Card,Central,1
41.0,43017.0,8.9,85.46,4.0,1.0,16.89,0.0,8.2,6.2,Month-to-month,None,Credit Card,West,0
21.0,39190.0,20.5,63.69,2.0,2.0,22.38,2.0,5.2,,Month-to-month,,AutoPay,East,0
40.0,29902.0,15.7,66.39,1.0,1.0,,3.0,4.7,14.4,Month-to-month,DSL,Bank Transfer,Central,1
45.0,110738.0,37.3,114.76,3.0,2.0,10.65,1.0,5.9,3.2,Month-to-month,DSL,Bank Transfer,North,1
37.0,46073.0,33.4,76.86,,2.0,22.48,1.0,7.8,33.1,One year,5G,,Central,1
25.0,79516.0,15.1,66.36,4.0,2.0,7.01,0.0,8.5,14.4,Two year,Fiber,Cash,Central,0
39.0,104701.0,13.0,78.16,0.0,1.0,24.64,1.0,4.6,19.9,One year,Fiber,AutoPay,south ,0
21.0,60616.0,16.3,71.98,0.0,1.0,28.78,0.0,4.5,5.9,,5G,UPI,West,0
53.0,151847.0,18.0,70.54,4.0,0.0,8.95,0.0,8.1,11.4,Month-to-month,DSL,UPI,East,1
40.0,95009.0,34.2,92.8,1.0,4.0,23.18,0.0,7.9,17.0,,DSL,Credit Card,North,1
46.0,63093.0,21.3,113.5,4.0,1.0,17.31,,4.5,3.8,,None,Bank Transfer,Central,1
28.0,66486.0,47.1,97.66,0.0,1.0,35.15,1.0,7.8,14.0,Two year,DSL,UPI,Central,0
41.0,99745.0,24.0,34.83,2.0,1.0,22.9,,6.3,14.2,Two year,Fiber,AutoPay,Central,0
48.0,,17.7,77.07,1.0,1.0,12.84,0.0,6.6,0.0,Month-to-month,DSL,Bank Transfer,East,0
38.0,64151.0,33.1,63.87,5.0,3.0,18.47,1.0,5.1,14.5,,None,UPI,West,0
35.0,70019.0,19.3,70.55,5.0,1.0,36.66,1.0,7.6,14.9,One year,5G,Cash,North,1
,79205.0,11.8,,1.0,1.0,15.03,1.0,8.9,0.0,Month-to-month,None,Credit Card,East,0
36.0,79377.0,75.0,96.82,3.0,,31.4,1.0,4.4,12.0,One year,5G,Cash,Central,0
7.0,34457.0,21.0,109.73,5.0,2.0,21.61,1.0,8.2,16.9,Month-to-month,None,Bank Transfer,North,1
29.0,74234.0,18.9,31.4,2.0,0.0,10.32,4.0,5.8,10.9,One year,DSL,UPI,West,0
57.0,71583.0,30.7,105.55,3.0,2.0,12.06,0.0,6.4,15.2,One year,None,AutoPay,West,1
49.0,51956.0,13.1,91.15,2.0,1.0,17.81,1.0,5.9,16.4,One year,Fiber,AutoPay,,1
34.0,39824.0,12.6,,0.0,0.0,23.26,1.0,5.7,19.3,Month-to-month,Fiber, UPI,East,0
33.0,42469.0,15.9,104.06,4.0,0.0,17.17,2.0,7.8,19.9,Two year,DSL,AutoPay,North,0
27.0,89405.0,23.7,88.04,1.0,0.0,18.3,1.0,8.0,6.6,Month-to-month,None,Bank Transfer,West,0
32.0,45268.0,33.0,78.28,1.0,0.0,16.64,1.0,7.4,9.7,One year,DSL,Cash,South,0
33.0,38166.0,54.4,86.25,2.0,1.0,11.86,1.0,5.7,10.6,Month-to-month,Fiber,Credit Card,West,0
42.0,53576.0,35.0,81.29,1.0,2.0,28.75,2.0,3.0,20.2,Month-to-month,Fiber,UPI,North,1
36.0,48461.0,29.5,83.0,0.0,2.0,16.29,0.0,7.4,,One year,Fiber,Cash,West,0
4.0,111808.0,27.6,54.44,3.0,0.0,37.12,0.0,6.7,0.0,Two year,5G,Credit Card,Central,0
50.0,162046.0,30.6,89.69,3.0,1.0,22.72,1.0,7.2,20.4,Month-to-month,Fiber,Cash,North,1
,108138.0,30.4,106.26,1.0,2.0,17.71,0.0,3.6,10.3,Month-to-month,Fiber,AutoPay,East,1
40.0,127619.0,33.0,74.48,3.0,1.0,17.27,1.0,4.9,13.9,One year,Fiber,Bank Transfer,West,0
38.0,47472.0,21.6,73.79,1.0,2.0,15.13,1.0,8.5,0.0,Month-to-month,None,Cash,West,0
36.0,25510.0,7.5,69.9,2.0,2.0,28.8,1.0,,17.8, MONTH-TO-MONTH ,DSL,Cash,West,0
21.0,24352.0,67.6,64.64,2.0,5.0,11.72,0.0,5.4,1.7,Month-to-month,Fiber,UPI,North,0
28.0,500000.0,7.6,52.96,0.0,0.0,,1.0,5.7,20.6,Month-to-month,,Credit Card,Central,0
47.0,37037.0,1.9,93.12,1.0,1.0,18.24,1.0,6.5,12.1,One year,Fiber,Credit Card,West,0
25.0,26195.0,18.9,77.97,3.0,0.0,14.41,0.0,5.2,8.7,month-to-month,,UPI,North,0
41.0,68151.0,16.0,83.1,3.0,0.0,28.82,1.0,,18.0,One year,5G,UPI,North,0
55.0,56582.0,4.3,78.89,2.0,2.0,17.63,1.0,8.2,1.6,Month-to-month,DSL,Cash,North,1
23.0,26774.0,49.0,71.39,4.0,2.0,4.03,2.0,9.0,6.8,Month-to-month,fiber,AutoPay,East,0
52.0,27064.0,39.3,178.65,4.0,1.0,31.28,1.0,10.0,22.2,Month-to-month,Fiber,Bank Transfer,North,1
,54786.0,48.6,80.71,,4.0,21.66,2.0,4.7,8.4,Month-to-month,Fiber,AutoPay,East,0
43.0,216815.0,29.3,57.58,6.0,0.0,11.12,2.0,4.2,5.6,Month-to-month,Fiber,UPI,North,0
37.0,46480.0,54.7,46.48,1.0,0.0,11.55,0.0,7.2,13.5,Month-to-month,,UPI,Central,0
34.0,34598.0,26.0,64.63,3.0,0.0,,0.0,6.6,23.5,Month-to-month,Fiber,Cash,North,0
18.0,44164.0,14.2,77.34,5.0,0.0,27.31,1.0,6.4,6.0,Two year,Fiber,Cash,East,0
34.0,54150.0,19.8,69.25,1.0,1.0,9.06,3.0,7.7,13.5,Two year,DSL,Credit Card,Central,0
19.0,61354.0,27.1,94.54,3.0,1.0,17.57,2.0,5.5,6.7,Two year,Fiber,Cash,West,0
43.0,131686.0,17.0,80.22,4.0,1.0,10.99,1.0,7.7,11.3,Month-to-month,fiber,,Central,0
58.0,117988.0,15.3,119.94,2.0,3.0,11.87,,3.9,18.9,Month-to-month,5G,Bank Transfer,East,1
54.0,49405.0,31.3,83.78,4.0,1.0,14.53,2.0,6.9,19.6,Month-to-month,,UPI,West,0
50.0,69233.0,28.0,90.88,3.0,1.0,13.27,0.0,7.3,6.8,Month-to-month,DSL,Bank Transfer,West,1
49.0,18000.0,30.7,89.51,1.0,0.0,26.34,0.0,7.4,11.8,Month-to-month,5G,Bank Transfer,North,1
33.0,18000.0,30.3,,1.0,2.0,20.34,3.0,7.4,26.8,One year,Fiber,Credit Card,West,1
39.0,32562.0,15.0,20.0,2.0,0.0,23.81,3.0,5.2,5.3,One year,Fiber,Cash,South,0
,59910.0,19.4,109.92,25.0,1.0,300.0,0.0,7.5,12.7,One year,5G,Credit Card,South,0
44.0,18000.0,24.7,59.12,3.0,1.0,24.8,1.0,6.6,18.2,Month-to-month,None,Bank Transfer,East,0
29.0,58563.0,14.7,58.73,0.0,2.0,22.61,1.0,6.7,23.0,One year,Fiber,AutoPay,West,0
40.0,60296.0,40.4,68.65,2.0,1.0,17.42,1.0,4.8,0.0,One year,Fiber,Bank Transfer,West,0
31.0,52276.0,20.2,92.58,0.0,3.0,6.95,2.0,6.3,8.5,Month-to-month,5G,UPI ,South,1
54.0,63078.0,72.3,65.2,0.0,1.0,27.14,1.0,7.0,5.5,Month-to-month,5G,Cash,South,0
19.0,62434.0,41.3,77.74,1.0,0.0,19.48,1.0,4.2,16.9,,DSL,Cash,North,0
65.0,53781.0,,102.62,7.0,1.0,14.58,1.0,7.4,12.6,Month-to-month,DSL,Credit Card,North,1
35.0,26473.0,31.4,89.45,1.0,1.0,16.85,1.0,5.3,13.3,Two year,DSL,Bank Transfer,North,0
,,15.7,,2.0,0.0,20.25,1.0,3.0,0.4,Month-to-month,Fiber,UPI,North,1
21.0,,9.0,58.87,6.0,3.0,10.14,1.0,6.5,8.4,Month-to-month,5G,AutoPay,East,1
24.0,39127.0,10.5,92.19,6.0,1.0,9.35,0.0,6.4,8.8,Month-to-month,DSL,Cash,Central,1
55.0,32758.0,39.4,93.34,,1.0,21.96,1.0,5.8,23.9,Month-to-month,None,UPI,East,0
28.0,43368.0,30.0,68.31,1.0,1.0,16.71,1.0,7.7,3.6,Month-to-month,DSL,Bank Transfer,South,0
43.0,37066.0,55.6,63.04,1.0,3.0,15.9,1.0,7.0,9.2,Month-to-month,Fiber,Bank Transfer,South,1
34.0,18518.0,70.5,83.1,2.0,2.0,12.75,3.0,5.8,22.3,One year,None,AutoPay,Central,0
35.0,47849.0,17.2,68.35,2.0,1.0,19.54,2.0,4.5,12.8,One year,None,Credit Card,East,0
50.0,41818.0,3.8,98.29,2.0,4.0,17.75,1.0,3.6,38.4,Month-to-month,,Bank Transfer,West,0
54.0,51242.0,20.3,80.18,2.0,0.0,8.02,3.0,8.6,16.3,Month-to-month,5G,AutoPay,West,0
57.0,40413.0,28.1,67.01,2.0,0.0,13.84,0.0,8.2,12.5,Month-to-month,Fiber,AutoPay,South,0
66.0,54747.0,9.7,50.51,2.0,1.0,9.34,3.0,6.3,16.8,Two year,None,UPI,West,1
39.0,95107.0,,44.97,1.0,1.0,17.9,0.0,7.8,,One year,DSL,UPI,South,0
44.0,30667.0,5.0,75.05,1.0,0.0,16.35,1.0,4.7,18.2,Month-to-month,Fiber,Cash,North,0
,24128.0,31.8,52.31,1.0,1.0,6.42,1.0,7.1,22.2,One year,DSL,UPI,South,0
30.0,,33.9,97.04,2.0,0.0,20.14,2.0,7.9,0.0,Two year,DSL,Credit Card,South,0
35.0,53661.0,21.4,67.82,2.0,0.0,17.8,3.0,5.2,15.9,Two year,Fiber,,West,1
50.0,51023.0,30.9,89.36,3.0,0.0,27.92,1.0,9.7,18.3,Month-to-month,DSL,UPI,North,0
56.0,50916.0,31.4,103.96,2.0,0.0,4.09,2.0,7.7,6.8,Month-to-month,5G,Credit Card,East,0
37.0,105860.0,46.4,44.37,1.0,0.0,12.97,0.0,4.1,2.3,,DSL,Bank Transfer,West,0
25.0,56291.0,22.2,68.41,0.0,0.0,,1.0,8.7,8.0,Month-to-month,5G,Bank Transfer,South,0
58.0,50322.0,49.4,95.97,5.0,3.0,24.43,1.0,5.0,7.9,One year,Fiber,AutoPay,South,1
,55437.0,9.2,36.75,1.0,0.0,15.5,1.0,4.4,22.8,Two year,Fiber,UPI,North,0
22.0,76128.0,20.8,55.61,4.0,0.0,21.05,2.0,8.9,16.4,Month-to-month,DSL,UPI,South,0
27.0,139175.0,27.7,132.53,4.0,1.0,9.51,2.0,7.1,12.8,One year,5G,Credit Card,West,0
38.0,97947.0,28.9,81.18,,1.0,220.0,2.0,8.2,6.0,Month-to-month,DSL,Cash,North,1
29.0,87803.0,57.3,83.02,8.0,1.0,10.0,1.0,5.2,14.3,Month-to-month,DSL,Bank Transfer,East,1
33.0,73711.0,14.0,71.05,1.0,2.0,25.16,2.0,7.0,22.1,Two year,,AutoPay,,0
18.0,82714.0,32.2,138.26,1.0,2.0,33.25,3.0,6.3,0.0,Month-to-month,Fiber,Bank Transfer,Central,0
27.0,100951.0,11.2,79.43,0.0,1.0,3.76,3.0,6.3,20.8,Two year,5G,Credit Card,Central,1
48.0,37008.0,27.9,73.5,1.0,1.0,,0.0,,5.5,Month-to-month,DSL,UPI,West,0
41.0,82791.0,12.4,53.18,1.0,2.0,12.66,2.0,8.0,8.2,Month-to-month,5G,AutoPay,West,0
42.0,151962.0,20.6,117.25,1.0,1.0,,2.0,7.0,0.0,One year,Fiber,Credit Card,North,0
48.0,79775.0,54.9,56.29,5.0,1.0,1.68,2.0,6.1,18.4,,DSL,AutoPay,Central,0
41.0,38531.0,46.4,95.63,2.0,1.0,27.78,2.0,3.5,18.1,One year,DSL,Cash,Central,0
43.0,58609.0,18.7,53.16,4.0,4.0,10.71,1.0,5.8,16.4,,Fiber,AutoPay,West,0
24.0,67950.0,15.2,106.95,1.0,2.0,5.28,0.0,3.5,17.0,Month-to-month,5G,UPI,Central,1
52.0,88235.0,30.4,68.99,6.0,2.0,23.0,3.0,8.4,7.2,Two year,Fiber,AutoPay,North,0
50.0,103306.0,34.7,60.34,2.0,0.0,15.58,2.0,5.3,9.7,One year,None,UPI,South,0
37.0,46585.0,52.8,77.19,2.0,0.0,15.16,1.0,6.9,25.1,One year,5G,Cash,Central,1
52.0,45658.0,24.0,88.81,2.0,2.0,6.85,0.0,5.4,12.2,One year,DSL,Cash,Central,0
36.0,44249.0,,66.2,0.0,0.0,12.88,1.0,7.8,8.8,Two year,5G,Credit Card,South,0
49.0,34722.0,,118.62,0.0,0.0,25.12,3.0,7.2,8.4,Month-to-month,Fiber,Cash,North,1
19.0,58792.0,31.0,58.04,2.0,2.0,,1.0,5.4,8.5,Month-to-month,Fiber,UPI,Central,0
,98463.0,22.0,91.03,3.0,0.0,14.14,2.0,6.9,25.0,Two year,5G,AutoPay,West,0
33.0,67858.0,18.6,450.0,1.0,,16.97,1.0,2.8,0.0,Month-to-month,Fiber,Credit Card,North,0
44.0,110343.0,16.5,70.89,1.0,0.0,14.55,2.0,4.9,4.0,,Fiber,Cash,West,1
39.0,18000.0,34.5,49.16,1.0,2.0,1.0,0.0,6.1,12.1, MONTH-TO-MONTH ,5G,UPI,East,0
22.0,38606.0,56.4,69.28,1.0,1.0,15.72,2.0,5.1,0.0,Two year,Fiber,Cash,West,0
54.0,53217.0,62.6,30.92,2.0,1.0,18.37,1.0,4.2,24.4,Month-to-month,,,North,0
49.0,66554.0,52.3,32.25,1.0,0.0,37.38,1.0,5.6,13.8,Month-to-month,,Credit Card,,0
43.0,141950.0,60.1,106.5,3.0,2.0,19.1,1.0,,26.6,,5G,Bank Transfer,West,1
26.0,29575.0,,31.15,1.0,1.0,25.13,1.0,5.9,18.9,One year,Fiber,Bank Transfer,North,0
26.0,102473.0,56.3,48.51,3.0,2.0,12.4,0.0,7.5,15.9,Month-to-month,Fiber,Credit Card,South,0
40.0,36565.0,44.8,69.34,1.0,0.0,25.36,6.0,6.9,8.9,One year,DSL,UPI,East,1
29.0,78267.0,51.0,56.91,5.0,0.0,3.68,0.0,,22.4,One year,5G,Credit Card,North,0
43.0,32048.0,11.6,91.62,2.0,0.0,19.65,0.0,3.8,10.8,Two year,5G,AutoPay,West,0
18.0,54099.0,,92.4,4.0,0.0,12.01,1.0,4.7,1.0,Two year,Fiber,Cash,,0
44.0,78631.0,14.0,56.27,3.0,1.0,24.45,,4.7,18.9,One year,,Bank Transfer,Central,0
,82689.0,32.2,41.79,5.0,1.0,19.4,4.0,6.3,19.6,Two year,5G,UPI,South,0
24.0,,23.7,110.5,3.0,2.0,20.53,1.0,4.9,12.6,One year,5G,AutoPay,South,1
28.0,36436.0,,52.17,4.0,0.0,31.3,1.0,4.7,0.0,Month-to-month,Fiber,UPI,North,1
55.0,86922.0,26.9,83.72,0.0,0.0,10.08,2.0,8.5,9.6,Month-to-month,FIBER,UPI,West,0
22.0,,21.9,46.63,2.0,,10.06,0.0,7.9,22.0,Two year,Fiber,AutoPay,,0
28.0,86849.0,34.5,105.52,3.0,3.0,22.16,2.0,5.9,14.1,Month-to-month,None,Credit Card,Central,0
66.0,30212.0,24.1,110.73,2.0,2.0,20.18,1.0,8.2,12.7,Month-to-month,Fiber,Bank Transfer,West,1
46.0,55509.0,7.2,67.0,1.0,2.0,9.86,0.0,5.7,14.0,Two year,DSL,,East,0
54.0,88935.0,33.8,88.28,1.0,0.0,32.86,0.0,4.6,12.8,Two year,DSL,Credit Card,West,0
22.0,92230.0,73.2,50.98,1.0,3.0,1.0,2.0,2.7,6.0,Two year,DSL,Bank Transfer,South,0
26.0,39987.0,9.3,46.31,1.0,0.0,31.05,0.0,6.0,5.7,One year,Fiber,UPI,North,0
32.0,18585.0,16.8,71.89,1.0,0.0,24.07,1.0,7.3,22.8,Month-to-month,5G,Cash,South,0
36.0,33326.0,33.1,78.91,3.0,0.0,12.35,0.0,5.5,13.8,One year,DSL,UPI,,1
35.0,60256.0,15.6,28.72,3.0,2.0,20.74,2.0,8.6,11.6,Month-to-month,5G,Credit Card,West,1
4.0,28969.0,31.3,102.61,3.0,0.0,23.11,3.0,9.8,23.8,Month-to-month,None,Bank Transfer,West,0
46.0,23272.0,31.6,42.42,,1.0,30.18,1.0,9.4,5.5,,Fiber,UPI,West,0
42.0,42455.0,4.6,63.34,3.0,0.0,10.23,5.0,9.9,20.0,Month-to-month,DSL,AutoPay,South,0
37.0,30235.0,35.4,87.16,0.0,2.0,11.81,1.0,5.2,21.3,Two year,DSL,UPI,East,0
18.0,63022.0,28.9,121.97,0.0,2.0,18.27,1.0,7.3,23.3,One year,Fiber,UPI,West,0
56.0,112741.0,33.2,20.0,4.0,4.0,11.39,2.0,5.8,10.8,Two year,5G,Bank Transfer,North,1
33.0,,6.2,158.84,4.0,0.0,25.85,4.0,9.4,22.6,Month-to-month,5G,Cash,South,0
38.0,,44.7,113.17,2.0,1.0,30.28,1.0,5.9,0.0,Month-to-month,Fiber,Cash,South,1
120.0,69044.0,12.7,69.98,5.0,1.0,11.02,1.0,9.2,4.5,Month-to-month,Fiber,Bank Transfer,East,0
,83456.0,30.7,41.8,2.0,1.0,35.65,2.0,6.5,14.9,Two year,DSL,UPI,West,0
31.0,26434.0,14.8,95.71,1.0,2.0,7.95,0.0,6.0,9.9,month-to-month,DSL,UPI,South,0
43.0,126614.0,33.2,40.54,50.0,0.0,12.87,1.0,6.4,12.8,One year,5G,Bank Transfer,Central,0
38.0,,28.7,79.79,4.0,0.0,28.06,1.0,9.5,18.2,Month-to-month,Fiber,Credit Card,East,0
39.0,77543.0,15.3,89.29,1.0,0.0,9.81,1.0,6.3,24.0,Month-to-month,Fiber,UPI,Central,0
32.0,61293.0,46.5,59.93,0.0,1.0,18.35,1.0,5.6,23.2,Month-to-month,None,Bank Transfer,South,0
41.0,86250.0,35.0,63.29,3.0,2.0,9.44,1.0,9.9,21.8,One year,5G,Bank Transfer,East,0
25.0,57458.0,30.3,131.49,3.0,1.0,19.19,0.0,4.2,13.7,Month-to-month,DSL,Credit Card,South,0
32.0,,20.0,106.61,5.0,1.0,17.56,4.0,8.4,4.5,Month-to-month,,Bank Transfer,East,1
22.0,205591.0,33.7,86.99,0.0,0.0,13.85,3.0,5.5,21.2,Month-to-month,None,Bank Transfer,Central,0
32.0,94129.0,8.3,91.21,1.0,1.0,14.74,0.0,4.0,10.7,Month-to-month,5G,Cash,West,0
39.0,62207.0,27.3,129.01,1.0,1.0,12.04,3.0,5.3,11.8,One year,Fiber,AutoPay,North,0
27.0,35850.0,34.3,39.84,2.0,0.0,17.93,1.0,8.6,14.2,Month-to-month,Fiber,Credit Card,,0
18.0,71969.0,32.8,66.0,2.0,1.0,17.37,2.0,4.2,,Two year,DSL,UPI,East,0
,78668.0,23.8,67.77,5.0,2.0,15.82,1.0,7.8,13.2,Month-to-month,Fiber,AutoPay,West,0
18.0,47395.0,28.5,71.78,3.0,1.0,14.64,,7.7,4.5,Two year,5G,Credit Card,Central,0
42.0,60313.0,25.0,111.41,1.0,1.0,16.93,3.0,5.2,14.8,Two year,Fiber,AutoPay,East,0
50.0,48855.0,54.4,72.34,3.0,0.0,5.34,0.0,7.3,8.7,Month-to-month,DSL,UPI,West,0
34.0,44327.0,35.1,67.52,6.0,2.0,22.88,0.0,4.2,11.7,One year,Fiber,AutoPay,South,0
39.0,135947.0,53.1,70.14,0.0,1.0,27.96,0.0,10.0,7.8,Two year,Fiber,AutoPay,East,0
32.0,44076.0,45.7,78.02,1.0,1.0,12.2,2.0,5.6,9.2,Month-to-month,Fiber,AutoPay,Central,0
25.0,41078.0,49.2,82.96,2.0,1.0,15.51,0.0,10.0,18.9,Month-to-month,Fiber,Credit Card,West,0
51.0,,33.5,96.54,3.0,2.0,9.58,4.0,4.1,15.5,Month-to-month,Fiber ,Cash,North,0
53.0,,59.4,79.14,4.0,0.0,30.29,1.0,8.3,0.4,One year,Fiber,Credit Card,East,0
4.0,49362.0,37.7,72.69,7.0,0.0,23.5,0.0,6.2,13.6,Month-to-month,DSL,,East,1
40.0,126899.0,16.1,69.27,2.0,1.0,16.58,1.0,4.9,4.5,Month-to-month,Fiber,UPI,East,0
32.0,29020.0,22.0,72.83,4.0,1.0,18.78,3.0,9.3,15.2,Month-to-month,None,upi,Central,0
37.0,45407.0,40.8,108.28,4.0,2.0,11.32,1.0,7.7,4.6,Month-to-month,,UPI,North,0
18.0,55032.0,23.6,66.34,2.0,0.0,26.28,0.0,6.2,13.6,One year,Fiber,Bank Transfer,,0
38.0,119046.0,10.4,92.12,0.0,0.0,14.17,0.0,7.7,10.7,Two year,Fiber,UPI,East,0
45.0,86907.0,19.7,104.9,0.0,1.0,29.9,0.0,3.7,26.5,Month-to-month,None,Bank Transfer,West,0
30.0,40655.0,37.3,20.0,2.0,0.0,22.33,2.0,10.0,7.9,One year,,AutoPay,South,0
37.0,41039.0,32.4,20.0,2.0,0.0,16.99,2.0,9.8,16.6,Month-to-month,5G,AutoPay,East,0
42.0,49196.0,19.8,60.45,3.0,1.0,24.18,1.0,,23.9,One year,5G,UPI,West,0
58.0,55907.0,33.2,72.92,4.0,,20.46,2.0,5.1,16.3,Month-to-month,DSL,,West,0
21.0,45773.0,14.3,64.96,2.0,1.0,14.77,1.0,8.0,24.9,Month-to-month,Fiber,UPI,East,0
36.0,103342.0,23.1,81.92,4.0,1.0,28.51,0.0,6.5,25.3,Month-to-month,Fiber,Bank Transfer,North,0
33.0,42090.0,13.0,44.26,4.0,2.0,1.0,1.0,,16.6,Month-to-month,DSL,,West,1
40.0,18000.0,19.5,49.65,3.0,0.0,22.36,2.0,6.9,15.4,One year,DSL,AutoPay,South,0
39.0,76325.0,20.5,71.73,3.0,0.0,21.77,3.0,3.3,1.9,Month-to-month,,Bank Transfer,West,0
38.0,35709.0,45.4,43.29,3.0,4.0,21.84,0.0,,20.5,One year,DSL,UPI,West,0
33.0,170348.0,35.4,76.52,3.0,1.0,,1.0,5.9,3.1,Month-to-month,Fiber,Bank Transfer,,0
,85860.0,11.2,52.06,2.0,1.0,20.14,1.0,6.2,12.3,Two year,5G,UPI,East,0
22.0,18000.0,43.1,71.88,4.0,0.0,8.39,0.0,8.0,7.4,One year,Fiber,AutoPay,East,0
29.0,54753.0,41.9,96.2,5.0,4.0,1.0,2.0,3.7,4.6,One year,DSL,Bank Transfer,South,1
38.0,26729.0,17.2,61.7,5.0,4.0,9.16,1.0,5.6,33.6,One year,5G,Cash,South,0
